ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region,created_year,created_month,created_month_name,created_quarter,is_resolved,is_unresolved
TCKT_004844,2025-10-27 10:20:51,CUST_05751,enterprise,web_form,api_integration,security_concern,medium,on_hold,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,4,0,android,MEA,2025,10,October,4,False,True
TCKT_004845,2025-09-24 19:13:56,CUST_09317,enterprise,email,login_auth,performance,high,in_progress,standard,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,very_negative,0,1,desktop_app,Unknown,2025,9,September,3,False,True
TCKT_004846,2023-07-06 05:16:36,CUST_04386,individual,web_form,notifications,account_access,low,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,60.14,1,very_positive,5,1,api_client,MEA,2023,7,July,3,True,False
TCKT_004847,2023-02-08 01:25:09,CUST_02792,enterprise,phone_transcript,api_integration,other,low,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,23.54,0,positive,0,0,android,Unknown,2023,2,February,1,True,False
TCKT_004848,2023-04-29 21:34:47,CUST_09378,individual,in_app,data_export,bug,medium,resolved,standard,I am seeing an error message when I click on data export.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,12.08,0,neutral,4,1,android,APAC,2023,4,April,2,True,False
TCKT_004849,2022-05-04 07:47:49,CUST_07321,enterprise,phone_transcript,login_auth,bug,low,on_hold,standard,I am seeing an error message when I click on login auth.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,negative,3,0,android,LATAM,2022,5,May,2,False,True
TCKT_004850,2025-05-11 06:23:20,CUST_09726,education,phone_transcript,login_auth,performance,low,in_progress,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,very_positive,5,1,web,LATAM,2025,5,May,2,False,True
TCKT_004851,2024-02-23 20:39:31,CUST_03723,non_profit,web_form,api_integration,other,low,closed_no_action,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,90.71,0,very_negative,2,0,desktop_app,Unknown,2024,2,February,1,True,False
TCKT_004852,2022-04-01 10:12:35,CUST_08787,small_business,email,login_auth,feature_request,low,in_progress,standard,It would be great to have login auth support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,positive,0,1,web,EU,2022,4,April,2,False,True
TCKT_004853,2022-05-15 13:39:33,CUST_03972,individual,web_form,billing,how_to,high,closed_no_action,standard,Can you explain how to configure billing properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,129.42,0,negative,3,0,ios,MEA,2022,5,May,2,True,False
TCKT_004854,2023-05-27 12:08:24,CUST_01926,education,web_form,login_auth,feature_request,high,resolved,standard,Our team needs more advanced options for login auth.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,15.28,0,very_positive,5,0,desktop_app,MEA,2023,5,May,2,True,False
TCKT_004855,2024-01-30 07:54:17,CUST_02122,non_profit,web_form,login_auth,other,high,resolved,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,4.92,0,negative,3,0,web,APAC,2024,1,January,1,True,False
TCKT_004856,2023-04-23 11:14:59,CUST_03175,small_business,phone_transcript,api_integration,performance,high,in_progress,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,neutral,3,0,android,MEA,2023,4,April,2,False,True
TCKT_004857,2022-09-11 16:37:11,CUST_07504,individual,web_form,data_export,security_concern,low,in_progress,gold,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,neutral,3,0,ios,Unknown,2022,9,September,3,False,True
TCKT_004858,2022-08-21 10:43:33,CUST_08996,education,email,login_auth,billing_problem,high,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,7.67,0,neutral,0,0,api_client,MEA,2022,8,August,3,True,False
TCKT_004859,2023-09-08 14:16:12,CUST_03231,non_profit,email,analytics_dashboard,bug,low,in_progress,gold,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,very_negative,0,1,ios,Unknown,2023,9,September,3,False,True
TCKT_004860,2022-01-28 15:12:26,CUST_04889,individual,chat,api_integration,other,low,resolved,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,66.17,0,positive,5,0,ios,Unknown,2022,1,January,1,True,False
TCKT_004861,2024-12-02 23:22:42,CUST_07889,small_business,email,login_auth,feature_request,medium,in_progress,standard,Our team needs more advanced options for login auth.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,0,1,web,Unknown,2024,12,December,4,False,True
TCKT_004862,2023-10-05 15:23:42,CUST_07305,education,phone_transcript,mobile_app,performance,high,closed_no_action,platinum,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,170.99,0,neutral,3,1,web,LATAM,2023,10,October,4,True,False
TCKT_004863,2025-05-14 16:36:13,CUST_01324,enterprise,in_app,analytics_dashboard,feature_request,high,resolved,standard,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,1.68,0,neutral,4,0,web,Unknown,2025,5,May,2,True,False
TCKT_004864,2025-04-24 11:35:48,CUST_08817,enterprise,web_form,analytics_dashboard,feature_request,low,resolved,standard,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,69.33,0,neutral,3,1,ios,Unknown,2025,4,April,2,True,False
TCKT_004865,2022-01-16 19:28:30,CUST_03933,individual,phone_transcript,login_auth,security_concern,low,resolved,gold,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",58.29,0,very_positive,0,0,api_client,LATAM,2022,1,January,1,True,False
TCKT_004866,2023-06-21 05:09:55,CUST_04619,enterprise,phone_transcript,login_auth,bug,medium,open,standard,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,4,1,desktop_app,Unknown,2023,6,June,2,False,True
TCKT_004867,2022-09-12 08:42:17,CUST_06004,education,in_app,notifications,performance,low,in_progress,gold,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,neutral,3,0,api_client,EU,2022,9,September,3,False,True
TCKT_004868,2023-02-12 20:01:11,CUST_01568,small_business,email,api_integration,performance,high,resolved,standard,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,21.16,0,very_negative,2,0,desktop_app,EU,2023,2,February,1,True,False
TCKT_004869,2025-05-06 19:19:58,CUST_07674,small_business,in_app,login_auth,security_concern,medium,closed_no_action,standard,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,131.69,0,neutral,0,0,web,LATAM,2025,5,May,2,True,False
TCKT_004870,2022-06-27 22:51:34,CUST_05537,individual,email,notifications,account_access,high,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,6.27,0,neutral,4,0,desktop_app,MEA,2022,6,June,2,True,False
TCKT_004871,2024-12-05 16:23:28,CUST_00083,small_business,chat,login_auth,security_concern,medium,in_progress,gold,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,positive,0,0,web,APAC,2024,12,December,4,False,True
TCKT_004872,2025-02-05 07:13:44,CUST_08886,non_profit,phone_transcript,api_integration,how_to,low,closed_no_action,standard,Can you explain how to configure api integration properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,137.12,0,neutral,3,1,desktop_app,Unknown,2025,2,February,1,True,False
TCKT_004873,2025-02-16 22:21:10,CUST_04807,individual,phone_transcript,billing,how_to,low,closed_no_action,standard,Can you explain how to configure billing properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,25.88,0,positive,5,0,desktop_app,LATAM,2025,2,February,1,True,False
TCKT_004874,2023-03-18 22:21:15,CUST_07017,non_profit,web_form,data_export,feature_request,medium,in_progress,gold,It would be great to have data export support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,positive,5,0,api_client,EU,2023,3,March,1,False,True
TCKT_004875,2025-08-20 10:57:18,CUST_05072,enterprise,email,api_integration,feature_request,medium,in_progress,platinum,It would be great to have api integration support in your product.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,0,0,web,MEA,2025,8,August,3,False,True
TCKT_004876,2023-07-16 09:24:38,CUST_03017,small_business,in_app,data_export,performance,high,resolved,standard,The data export page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,16.52,0,very_negative,2,1,android,EU,2023,7,July,3,True,False
TCKT_004877,2025-03-12 04:44:03,CUST_04115,small_business,in_app,analytics_dashboard,bug,medium,resolved,standard,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,4.36,0,very_negative,2,1,api_client,EU,2025,3,March,1,True,False
TCKT_004878,2022-01-03 14:30:41,CUST_06840,education,in_app,mobile_app,feature_request,high,closed_no_action,gold,Our team needs more advanced options for mobile app.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,236.95,0,positive,4,0,web,APAC,2022,1,January,1,True,False
TCKT_004879,2025-04-01 17:31:35,CUST_06327,non_profit,phone_transcript,mobile_app,how_to,high,resolved,platinum,How can I export my data from the mobile app section?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,Provided step-by-step instructions and relevant documentation.,12.4,0,neutral,0,0,desktop_app,EU,2025,4,April,2,True,False
TCKT_004880,2022-12-01 08:40:00,CUST_02678,non_profit,web_form,billing,account_access,urgent,in_progress,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,Not yet resolved,,1,negative,0,0,android,Unknown,2022,12,December,4,False,True
TCKT_004881,2022-09-24 18:06:01,CUST_00962,education,phone_transcript,notifications,other,medium,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,6.69,0,very_negative,1,0,web,APAC,2022,9,September,3,True,False
TCKT_004882,2023-07-30 15:47:35,CUST_05560,small_business,phone_transcript,api_integration,other,medium,in_progress,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,3,0,api_client,LATAM,2023,7,July,3,False,True
TCKT_004883,2024-08-03 15:07:24,CUST_09622,small_business,web_form,login_auth,performance,low,resolved,standard,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,23.37,0,very_negative,0,0,web,MEA,2024,8,August,3,True,False
TCKT_004884,2025-02-05 12:03:03,CUST_03279,non_profit,chat,data_export,how_to,medium,open,gold,How can I export my data from the data export section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,3,1,ios,MEA,2025,2,February,1,False,True
TCKT_004885,2025-04-09 04:54:58,CUST_02145,education,web_form,login_auth,security_concern,medium,on_hold,standard,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,very_negative,0,1,desktop_app,LATAM,2025,4,April,2,False,True
TCKT_004886,2023-08-10 18:09:13,CUST_09994,small_business,phone_transcript,mobile_app,billing_problem,medium,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,9.92,0,negative,3,0,ios,EU,2023,8,August,3,True,False
TCKT_004887,2025-10-26 16:14:36,CUST_02792,enterprise,phone_transcript,api_integration,other,medium,in_progress,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,positive,0,0,desktop_app,EU,2025,10,October,4,False,True
TCKT_004888,2024-06-09 08:29:29,CUST_00739,non_profit,web_form,mobile_app,other,medium,resolved,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,29.8,0,positive,5,0,ios,LATAM,2024,6,June,2,True,False
TCKT_004889,2024-06-19 15:25:40,CUST_03202,enterprise,chat,api_integration,bug,high,open,gold,The page keeps crashing whenever I try to open the api integration section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,neutral,4,0,api_client,MEA,2024,6,June,2,False,True
TCKT_004890,2025-12-06 02:03:10,CUST_05512,individual,chat,mobile_app,bug,low,resolved,standard,The mobile app feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Patched the bug and deployed a fix to production.,47.1,1,positive,4,0,ios,EU,2025,12,December,4,True,False
TCKT_004891,2024-04-20 20:39:21,CUST_06913,enterprise,web_form,api_integration,security_concern,low,resolved,standard,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",61.84,0,very_negative,1,0,web,Unknown,2024,4,April,2,True,False
TCKT_004892,2024-04-11 12:10:24,CUST_03049,non_profit,phone_transcript,billing,how_to,medium,open,standard,I need help setting up billing for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,very_positive,5,0,ios,LATAM,2024,4,April,2,False,True
TCKT_004893,2024-10-17 06:18:15,CUST_01986,small_business,web_form,analytics_dashboard,feature_request,low,in_progress,standard,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,neutral,0,0,android,LATAM,2024,10,October,4,False,True
TCKT_004894,2024-12-04 15:27:51,CUST_05976,education,chat,login_auth,performance,low,on_hold,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,very_negative,2,0,api_client,EU,2024,12,December,4,False,True
TCKT_004895,2025-12-03 13:39:56,CUST_07164,individual,chat,analytics_dashboard,billing_problem,medium,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,46.75,0,very_negative,0,1,api_client,Unknown,2025,12,December,4,True,False
TCKT_004896,2023-10-15 04:40:55,CUST_07003,enterprise,email,billing,performance,low,open,standard,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,negative,2,0,desktop_app,EU,2023,10,October,4,False,True
TCKT_004897,2024-08-23 03:25:24,CUST_02526,individual,email,notifications,other,medium,resolved,gold,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,16.42,0,neutral,3,0,android,LATAM,2024,8,August,3,True,False
TCKT_004898,2024-12-12 14:13:09,CUST_06726,enterprise,email,mobile_app,other,low,on_hold,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,neutral,3,1,desktop_app,MEA,2024,12,December,4,False,True
TCKT_004899,2023-09-16 08:47:41,CUST_09364,individual,email,data_export,how_to,medium,resolved,standard,Can you explain how to configure data export properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,27.33,0,neutral,3,0,ios,EU,2023,9,September,3,True,False
TCKT_004900,2023-04-25 06:04:06,CUST_03886,non_profit,chat,login_auth,performance,low,resolved,standard,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,27.15,0,positive,5,0,api_client,APAC,2023,4,April,2,True,False
TCKT_004901,2024-02-05 23:17:27,CUST_03837,education,phone_transcript,login_auth,feature_request,high,resolved,standard,Our team needs more advanced options for login auth.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,17.41,0,very_positive,5,1,api_client,EU,2024,2,February,1,True,False
TCKT_004902,2023-01-31 15:48:53,CUST_04005,enterprise,in_app,analytics_dashboard,security_concern,low,resolved,standard,There seems to be a vulnerability in the analytics dashboard functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",32.69,0,neutral,3,1,desktop_app,LATAM,2023,1,January,1,True,False
TCKT_004903,2022-09-13 12:26:22,CUST_08537,individual,phone_transcript,login_auth,bug,high,resolved,gold,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,1.9,0,neutral,3,0,android,LATAM,2022,9,September,3,True,False
TCKT_004904,2024-06-14 12:44:21,CUST_06634,small_business,phone_transcript,analytics_dashboard,billing_problem,low,in_progress,gold,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,very_negative,0,0,ios,Unknown,2024,6,June,2,False,True
TCKT_004905,2024-09-12 20:36:41,CUST_00101,individual,chat,login_auth,bug,high,in_progress,standard,The login auth feature is not saving my changes.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,neutral,3,1,web,Unknown,2024,9,September,3,False,True
TCKT_004906,2022-11-01 00:46:52,CUST_04171,education,phone_transcript,notifications,other,low,open,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,very_negative,1,0,web,APAC,2022,11,November,4,False,True
TCKT_004907,2025-06-04 05:33:10,CUST_00454,enterprise,chat,analytics_dashboard,other,medium,open,gold,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,negative,2,1,ios,APAC,2025,6,June,2,False,True
TCKT_004908,2024-03-30 21:16:43,CUST_07389,enterprise,email,data_export,account_access,low,in_progress,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,neutral,0,0,android,Unknown,2024,3,March,1,False,True
TCKT_004909,2022-06-02 13:04:42,CUST_01811,education,in_app,analytics_dashboard,feature_request,low,on_hold,gold,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,very_negative,0,0,web,LATAM,2022,6,June,2,False,True
TCKT_004910,2024-12-29 08:44:37,CUST_03339,education,phone_transcript,notifications,account_access,high,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,3.01,0,neutral,4,1,android,MEA,2024,12,December,4,True,False
TCKT_004911,2025-08-12 12:01:39,CUST_01975,small_business,phone_transcript,login_auth,security_concern,medium,open,gold,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,very_negative,1,0,web,APAC,2025,8,August,3,False,True
TCKT_004912,2024-06-24 13:44:55,CUST_09658,enterprise,chat,data_export,feature_request,medium,resolved,platinum,Our team needs more advanced options for data export.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,4.98,0,very_negative,1,0,ios,EU,2024,6,June,2,True,False
TCKT_004913,2024-06-09 04:46:43,CUST_09761,non_profit,web_form,api_integration,billing_problem,medium,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,15.1,0,positive,0,0,desktop_app,EU,2024,6,June,2,True,False
TCKT_004914,2025-08-10 04:31:24,CUST_07907,small_business,in_app,billing,billing_problem,low,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,55.28,0,very_negative,2,1,web,LATAM,2025,8,August,3,True,False
TCKT_004915,2024-08-16 15:57:32,CUST_06584,small_business,phone_transcript,mobile_app,billing_problem,low,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,very_negative,2,1,android,Unknown,2024,8,August,3,False,True
TCKT_004916,2022-07-16 09:48:25,CUST_08096,small_business,chat,analytics_dashboard,account_access,high,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,19.22,0,very_negative,1,0,android,EU,2022,7,July,3,True,False
TCKT_004917,2024-12-20 02:00:55,CUST_02024,enterprise,web_form,mobile_app,bug,low,open,standard,The mobile app feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,very_positive,5,0,api_client,MEA,2024,12,December,4,False,True
TCKT_004918,2023-12-04 17:05:10,CUST_00384,enterprise,chat,data_export,other,low,resolved,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,70.82,0,neutral,3,1,web,EU,2023,12,December,4,True,False
TCKT_004919,2024-07-25 08:19:52,CUST_06913,small_business,phone_transcript,billing,performance,high,resolved,gold,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,22.3,0,very_negative,1,1,desktop_app,Unknown,2024,7,July,3,True,False
TCKT_004920,2022-10-13 10:58:56,CUST_07764,small_business,chat,notifications,feature_request,medium,resolved,gold,Can you add an option to customize notifications?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,37.71,0,positive,4,0,web,Unknown,2022,10,October,4,True,False
TCKT_004921,2023-01-11 18:02:36,CUST_03576,education,email,mobile_app,performance,medium,in_progress,platinum,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,very_negative,0,0,api_client,LATAM,2023,1,January,1,False,True
TCKT_004922,2024-12-30 13:04:05,CUST_02689,individual,in_app,mobile_app,bug,urgent,resolved,standard,I am seeing an error message when I click on mobile app.,Thanks for reporting this bug. This has been escalated to our on-call team for immediate attention.,Patched the bug and deployed a fix to production.,7.02,0,neutral,3,0,android,EU,2024,12,December,4,True,False
TCKT_004923,2024-03-15 00:59:04,CUST_00796,enterprise,phone_transcript,analytics_dashboard,account_access,medium,in_progress,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,negative,3,0,web,MEA,2024,3,March,1,False,True
TCKT_004924,2025-03-26 08:47:25,CUST_08594,non_profit,chat,mobile_app,performance,low,closed_no_action,standard,The mobile app page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,190.26,0,very_negative,0,0,android,APAC,2025,3,March,1,True,False
TCKT_004925,2024-10-29 07:24:16,CUST_05502,small_business,in_app,notifications,bug,high,closed_no_action,gold,I am seeing an error message when I click on notifications.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,71.29,0,neutral,3,1,api_client,Unknown,2024,10,October,4,True,False
TCKT_004926,2025-07-29 15:22:01,CUST_01478,non_profit,email,notifications,billing_problem,medium,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,20.59,0,negative,2,1,ios,Unknown,2025,7,July,3,True,False
TCKT_004927,2022-10-20 10:04:03,CUST_09085,enterprise,chat,data_export,account_access,urgent,resolved,platinum,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,Reset account credentials and confirmed successful login.,5.62,0,negative,0,0,ios,Unknown,2022,10,October,4,True,False
TCKT_004928,2024-12-05 05:14:07,CUST_03016,non_profit,web_form,billing,performance,medium,in_progress,standard,Queries in the billing module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Not yet resolved,,0,neutral,0,0,desktop_app,APAC,2024,12,December,4,False,True
TCKT_004929,2024-08-20 22:55:57,CUST_06155,enterprise,web_form,billing,security_concern,low,resolved,platinum,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",12.97,0,negative,3,0,android,EU,2024,8,August,3,True,False
TCKT_004930,2023-09-07 07:16:43,CUST_04464,non_profit,chat,mobile_app,security_concern,low,on_hold,standard,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,Not yet resolved,,0,neutral,3,0,web,LATAM,2023,9,September,3,False,True
TCKT_004931,2024-01-08 21:55:30,CUST_08982,individual,web_form,login_auth,how_to,urgent,resolved,standard,Can you explain how to configure login auth properly?,Happy to help with your question. This has been escalated to our on-call team for immediate attention.,Provided step-by-step instructions and relevant documentation.,7.46,0,very_positive,0,0,api_client,APAC,2024,1,January,1,True,False
TCKT_004932,2025-11-08 23:20:29,CUST_00090,education,chat,mobile_app,feature_request,high,in_progress,standard,It would be great to have mobile app support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,neutral,0,0,web,LATAM,2025,11,November,4,False,True
TCKT_004933,2025-07-29 20:04:25,CUST_08945,education,email,mobile_app,bug,high,in_progress,standard,I am seeing an error message when I click on mobile app.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Not yet resolved,,0,neutral,3,0,android,Unknown,2025,7,July,3,False,True
