ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_005999,2022-11-22T10:23:43,CUST_03001,non_profit,chat,login_auth,account_access,medium,resolved,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,21.2,0,negative,3,0,web,LATAM
TCKT_006000,2025-11-27T13:58:51,CUST_05007,non_profit,chat,analytics_dashboard,feature_request,medium,open,gold,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,0,web,LATAM
TCKT_006001,2025-12-29T15:27:25,CUST_08396,enterprise,chat,billing,security_concern,medium,resolved,gold,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",25.32,0,negative,0,0,android,EU
TCKT_006002,2024-04-17T17:59:54,CUST_07524,enterprise,email,data_export,billing_problem,low,open,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,api_client,APAC
TCKT_006003,2024-11-26T20:36:16,CUST_02026,small_business,in_app,api_integration,account_access,medium,resolved,gold,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,45.18,0,very_negative,2,1,android,LATAM
TCKT_006004,2025-11-27T13:26:26,CUST_02847,non_profit,in_app,mobile_app,feature_request,medium,resolved,standard,Our team needs more advanced options for mobile app.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,40.28,0,positive,4,0,android,LATAM
TCKT_006005,2025-05-14T16:58:17,CUST_05513,individual,web_form,api_integration,account_access,medium,open,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,desktop_app,APAC
TCKT_006006,2025-10-23T03:23:22,CUST_04677,enterprise,phone_transcript,api_integration,performance,medium,resolved,gold,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,30.8,0,positive,5,1,api_client,APAC
TCKT_006007,2024-02-10T12:03:01,CUST_05796,education,in_app,billing,feature_request,low,in_progress,gold,Can you add an option to customize billing?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,0,0,android,NA
TCKT_006008,2024-12-10T17:39:09,CUST_05920,education,phone_transcript,data_export,feature_request,high,resolved,standard,Can you add an option to customize data export?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,21.09,0,very_negative,2,0,web,MEA
TCKT_006009,2023-12-25T23:35:09,CUST_08409,small_business,chat,notifications,feature_request,low,in_progress,platinum,Our team needs more advanced options for notifications.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,ios,NA
TCKT_006010,2024-08-04T05:36:15,CUST_05363,small_business,chat,api_integration,billing_problem,high,on_hold,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,0,android,LATAM
TCKT_006011,2024-05-16T05:20:38,CUST_02131,education,email,analytics_dashboard,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",24.04,0,negative,3,1,web,APAC
TCKT_006012,2022-06-19T09:41:16,CUST_09861,individual,phone_transcript,data_export,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",6.96,1,negative,2,0,ios,NA
TCKT_006013,2024-07-11T23:00:41,CUST_01640,individual,chat,api_integration,security_concern,low,in_progress,gold,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,1,api_client,NA
TCKT_006014,2022-10-27T07:40:02,CUST_04339,individual,email,mobile_app,bug,high,resolved,standard,The page keeps crashing whenever I try to open the mobile app section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,19.51,0,positive,0,0,android,MEA
TCKT_006015,2023-07-23T03:25:37,CUST_06412,non_profit,chat,billing,other,medium,in_progress,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,0,0,ios,APAC
TCKT_006016,2024-09-19T13:25:30,CUST_00098,non_profit,phone_transcript,login_auth,feature_request,low,resolved,standard,Can you add an option to customize login auth?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,26.81,0,neutral,0,0,desktop_app,LATAM
TCKT_006017,2022-08-19T15:42:10,CUST_09736,education,phone_transcript,login_auth,billing_problem,medium,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,10.33,1,negative,2,1,android,APAC
TCKT_006018,2025-10-26T16:13:18,CUST_01744,enterprise,chat,notifications,billing_problem,low,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,desktop_app,EU
TCKT_006019,2024-09-21T14:44:10,CUST_08039,small_business,web_form,api_integration,billing_problem,medium,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,43.16,0,neutral,0,0,desktop_app,MEA
TCKT_006020,2023-01-30T04:34:50,CUST_06616,small_business,email,notifications,performance,high,resolved,gold,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,11.45,1,neutral,3,0,web,NA
TCKT_006021,2025-03-07T08:55:17,CUST_08491,small_business,web_form,billing,other,medium,in_progress,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,3,1,android,NA
TCKT_006022,2024-08-07T08:10:13,CUST_06108,enterprise,chat,data_export,account_access,low,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,55.05,0,negative,2,0,api_client,LATAM
TCKT_006023,2023-02-08T03:04:29,CUST_07906,non_profit,web_form,notifications,performance,low,resolved,standard,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,13.81,0,negative,3,0,desktop_app,NA
TCKT_006024,2024-10-03T16:51:36,CUST_00542,enterprise,phone_transcript,analytics_dashboard,billing_problem,high,in_progress,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,0,0,web,APAC
TCKT_006025,2022-04-30T00:01:13,CUST_01280,small_business,email,api_integration,billing_problem,low,in_progress,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,1,api_client,LATAM
TCKT_006026,2023-03-19T10:31:29,CUST_09100,small_business,email,data_export,performance,medium,open,standard,The data export page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,desktop_app,MEA
TCKT_006027,2024-11-03T14:38:52,CUST_03784,small_business,chat,analytics_dashboard,other,medium,resolved,platinum,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,35.21,0,very_positive,0,0,web,EU
TCKT_006028,2025-09-08T11:45:34,CUST_08460,non_profit,web_form,login_auth,account_access,high,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,6.34,0,very_negative,2,0,ios,MEA
TCKT_006029,2025-01-25T02:23:59,CUST_00820,enterprise,email,notifications,feature_request,high,in_progress,standard,Our team needs more advanced options for notifications.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,positive,5,0,desktop_app,APAC
TCKT_006030,2025-03-08T21:01:48,CUST_05117,non_profit,email,api_integration,feature_request,medium,resolved,gold,Can you add an option to customize api integration?,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,30.29,0,negative,2,0,api_client,NA
TCKT_006031,2023-09-05T20:38:02,CUST_09374,individual,in_app,billing,other,high,resolved,standard,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,1.29,0,negative,0,0,android,NA
TCKT_006032,2025-08-06T07:02:51,CUST_00530,non_profit,web_form,billing,feature_request,low,closed_no_action,platinum,It would be great to have billing support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,161.6,0,negative,2,0,api_client,MEA
TCKT_006033,2022-09-11T02:49:57,CUST_01944,enterprise,phone_transcript,login_auth,billing_problem,urgent,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. This has been escalated to our on-call team for immediate attention.,Adjusted the invoice and issued a refund where applicable.,3.41,0,negative,2,0,ios,MEA
TCKT_006034,2025-01-27T18:36:43,CUST_04777,education,email,login_auth,billing_problem,medium,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,5.41,0,positive,5,0,web,APAC
TCKT_006035,2024-04-02T04:02:33,CUST_01397,non_profit,in_app,api_integration,other,low,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,36.63,0,positive,4,0,web,LATAM
TCKT_006036,2024-01-26T23:01:31,CUST_00736,enterprise,web_form,notifications,bug,low,in_progress,standard,The page keeps crashing whenever I try to open the notifications section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,positive,4,0,android,EU
TCKT_006037,2023-12-16T11:15:44,CUST_03818,individual,in_app,api_integration,bug,medium,resolved,standard,I am seeing an error message when I click on api integration.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,37.86,0,positive,4,0,web,MEA
TCKT_006038,2024-01-10T20:49:50,CUST_01563,enterprise,email,analytics_dashboard,performance,medium,resolved,gold,The analytics dashboard page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,19.29,0,very_negative,1,0,android,APAC
TCKT_006039,2023-10-29T04:04:37,CUST_03688,individual,chat,billing,bug,medium,open,gold,I am seeing an error message when I click on billing.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,api_client,MEA
TCKT_006040,2023-12-18T19:24:14,CUST_07115,education,web_form,data_export,performance,high,resolved,standard,Queries in the data export module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,17.55,0,neutral,4,0,desktop_app,APAC
TCKT_006041,2023-06-29T16:29:35,CUST_05843,enterprise,in_app,mobile_app,bug,high,resolved,standard,The mobile app feature is not saving my changes.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,23.71,0,very_positive,5,0,ios,MEA
TCKT_006042,2025-07-11T04:44:12,CUST_01222,individual,phone_transcript,mobile_app,bug,low,closed_no_action,gold,I am seeing an error message when I click on mobile app.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,167.46,0,negative,2,0,api_client,LATAM
TCKT_006043,2023-01-26T14:29:22,CUST_01231,small_business,chat,analytics_dashboard,security_concern,high,on_hold,gold,There seems to be a vulnerability in the analytics dashboard functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,negative,2,0,ios,LATAM
TCKT_006044,2023-08-19T13:19:50,CUST_09964,small_business,web_form,login_auth,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",46.97,0,negative,2,0,web,MEA
TCKT_006045,2025-12-27T18:09:44,CUST_01150,individual,phone_transcript,notifications,feature_request,high,resolved,standard,It would be great to have notifications support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,3.64,0,positive,0,0,ios,EU
TCKT_006046,2022-02-16T03:32:21,CUST_08191,non_profit,phone_transcript,notifications,performance,medium,open,standard,The notifications page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,1,ios,LATAM
TCKT_006047,2023-05-24T04:40:20,CUST_02197,small_business,email,analytics_dashboard,security_concern,high,resolved,gold,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",5.7,0,very_negative,1,0,android,APAC
TCKT_006048,2025-06-06T13:15:57,CUST_01049,non_profit,chat,notifications,account_access,low,closed_no_action,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,95.31,0,very_negative,2,0,desktop_app,LATAM
TCKT_006049,2022-12-31T14:03:59,CUST_06829,education,phone_transcript,billing,other,high,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,21.56,0,negative,3,1,api_client,LATAM
TCKT_006050,2023-12-07T02:39:54,CUST_09721,non_profit,in_app,data_export,performance,low,on_hold,standard,Queries in the data export module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,1,ios,LATAM
TCKT_006051,2025-12-20T00:51:41,CUST_04124,enterprise,in_app,billing,how_to,low,resolved,standard,How can I export my data from the billing section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,8.8,0,neutral,4,0,desktop_app,LATAM
TCKT_006052,2025-10-10T02:17:26,CUST_00639,education,chat,analytics_dashboard,account_access,urgent,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,Reset account credentials and confirmed successful login.,1.68,0,negative,2,0,api_client,LATAM
TCKT_006053,2024-12-06T08:30:09,CUST_01506,non_profit,chat,data_export,other,low,resolved,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,27.11,0,very_negative,2,1,api_client,APAC
TCKT_006054,2024-10-10T11:58:50,CUST_03874,small_business,web_form,analytics_dashboard,bug,high,resolved,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. We are prioritizing this and will update you as soon as possible.,Patched the bug and deployed a fix to production.,21.36,1,neutral,3,0,android,APAC
TCKT_006055,2023-07-29T12:15:16,CUST_05858,non_profit,chat,notifications,how_to,medium,on_hold,gold,I need help setting up notifications for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,5,0,ios,APAC
TCKT_006056,2022-08-28T11:57:36,CUST_00312,non_profit,in_app,login_auth,account_access,low,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,70.46,0,negative,2,0,desktop_app,MEA
TCKT_006057,2023-03-09T22:00:37,CUST_04081,individual,phone_transcript,analytics_dashboard,bug,low,in_progress,gold,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,web,LATAM
TCKT_006058,2022-02-17T16:36:40,CUST_00928,non_profit,chat,analytics_dashboard,performance,low,closed_no_action,gold,The analytics dashboard page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,151.19,1,neutral,3,0,api_client,LATAM
TCKT_006059,2023-05-06T23:01:01,CUST_06434,enterprise,web_form,notifications,feature_request,urgent,on_hold,standard,Can you add an option to customize notifications?,Thanks for your feature suggestion. This has been escalated to our on-call team for immediate attention.,,,0,neutral,4,1,api_client,EU
TCKT_006060,2024-05-07T23:11:05,CUST_01617,individual,chat,data_export,feature_request,high,open,platinum,Can you add an option to customize data export?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,neutral,0,1,android,APAC
TCKT_006061,2023-06-27T03:45:08,CUST_04489,education,email,login_auth,performance,low,in_progress,platinum,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,1,desktop_app,EU
TCKT_006062,2025-04-20T04:43:53,CUST_00618,individual,chat,notifications,billing_problem,low,in_progress,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,0,web,MEA
TCKT_006063,2023-07-27T16:16:33,CUST_07593,enterprise,web_form,data_export,performance,low,in_progress,gold,Queries in the data export module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,2,0,web,APAC
TCKT_006064,2022-09-27T06:52:15,CUST_03026,small_business,chat,data_export,account_access,low,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,16.19,0,neutral,0,0,ios,LATAM
TCKT_006065,2024-12-07T17:10:23,CUST_09430,education,email,billing,bug,medium,on_hold,standard,I am seeing an error message when I click on billing.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,0,desktop_app,MEA
TCKT_006066,2024-03-29T21:00:28,CUST_00902,small_business,web_form,data_export,bug,low,in_progress,standard,The data export feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,negative,2,0,android,NA
TCKT_006067,2022-07-04T11:07:49,CUST_09807,small_business,phone_transcript,billing,billing_problem,low,on_hold,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,1,negative,3,0,desktop_app,APAC
TCKT_006068,2025-11-15T23:07:31,CUST_06290,small_business,chat,api_integration,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,64.48,0,neutral,0,1,api_client,APAC
TCKT_006069,2025-04-14T14:40:31,CUST_07980,non_profit,in_app,notifications,other,urgent,resolved,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,Provided general guidance and confirmed the issue was resolved.,3.4,0,very_positive,5,0,desktop_app,NA
TCKT_006070,2025-07-30T00:48:55,CUST_09633,education,email,analytics_dashboard,bug,medium,closed_no_action,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,195.72,0,neutral,4,0,desktop_app,APAC
TCKT_006071,2024-09-16T09:13:56,CUST_08440,education,email,notifications,account_access,urgent,open,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. This has been escalated to our on-call team for immediate attention.,,,0,neutral,3,0,android,LATAM
TCKT_006072,2025-08-06T08:37:10,CUST_02761,individual,email,notifications,account_access,medium,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,33.08,0,positive,4,1,api_client,NA
TCKT_006073,2024-09-16T19:25:30,CUST_03158,education,phone_transcript,mobile_app,billing_problem,urgent,open,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. This has been escalated to our on-call team for immediate attention.,,,0,very_negative,1,0,api_client,LATAM
TCKT_006074,2024-04-26T13:02:08,CUST_00697,individual,web_form,login_auth,other,high,open,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,0,0,android,NA
TCKT_006075,2024-06-04T14:38:25,CUST_07264,enterprise,web_form,data_export,other,low,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,24.16,0,negative,0,0,web,APAC
TCKT_006076,2022-09-08T02:54:15,CUST_05746,enterprise,phone_transcript,notifications,security_concern,low,in_progress,standard,We need details about your data encryption and compliance.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,web,MEA
TCKT_006077,2024-02-17T02:52:06,CUST_09366,small_business,phone_transcript,notifications,other,medium,in_progress,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,0,0,web,APAC
TCKT_006078,2023-11-09T01:08:10,CUST_03960,small_business,web_form,api_integration,performance,medium,resolved,standard,The api integration page is very slow and takes a long time to load.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,33.45,0,neutral,4,0,web,APAC
TCKT_006079,2025-08-09T18:56:03,CUST_09524,individual,in_app,api_integration,other,low,closed_no_action,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,71.94,0,negative,0,0,desktop_app,EU
TCKT_006080,2024-07-13T01:50:55,CUST_05839,enterprise,in_app,login_auth,how_to,medium,closed_no_action,standard,Can you explain how to configure login auth properly?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,33.2,0,neutral,0,1,android,EU
TCKT_006081,2022-05-09T12:24:15,CUST_06623,small_business,chat,api_integration,feature_request,high,open,standard,It would be great to have api integration support in your product.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,5,1,ios,MEA
TCKT_006082,2024-08-07T09:07:45,CUST_06786,individual,email,analytics_dashboard,how_to,low,resolved,standard,How can I export my data from the analytics dashboard section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,48.68,0,neutral,3,0,android,NA
TCKT_006083,2025-10-01T21:12:47,CUST_05124,enterprise,phone_transcript,api_integration,account_access,high,closed_no_action,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,39.4,0,neutral,3,0,desktop_app,LATAM
TCKT_006084,2023-10-19T10:36:16,CUST_08370,education,email,mobile_app,account_access,high,open,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,1,positive,5,0,desktop_app,LATAM
TCKT_006085,2023-12-24T09:28:15,CUST_06207,education,email,mobile_app,performance,low,closed_no_action,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,199.58,0,negative,0,0,api_client,MEA
TCKT_006086,2022-03-30T15:43:45,CUST_06516,small_business,in_app,billing,how_to,low,on_hold,gold,I need help setting up billing for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,0,ios,APAC
TCKT_006087,2023-10-27T01:54:23,CUST_05074,education,web_form,analytics_dashboard,other,medium,resolved,platinum,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,18.47,0,positive,4,0,ios,LATAM
TCKT_006088,2024-01-20T07:48:28,CUST_03918,education,web_form,analytics_dashboard,account_access,low,closed_no_action,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,117.28,0,neutral,3,1,desktop_app,NA
TCKT_006089,2023-07-29T19:56:52,CUST_08630,non_profit,phone_transcript,login_auth,bug,medium,closed_no_action,standard,The login auth feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Ticket closed without further action after no response from the customer.,158.18,0,positive,0,1,ios,EU
TCKT_006090,2024-02-14T14:34:52,CUST_03500,non_profit,web_form,mobile_app,performance,low,closed_no_action,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,151.59,0,negative,2,0,android,NA
TCKT_006091,2025-11-22T07:57:25,CUST_07531,education,phone_transcript,billing,account_access,low,open,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,api_client,MEA
TCKT_006092,2024-11-23T04:27:26,CUST_08491,non_profit,web_form,api_integration,feature_request,high,resolved,gold,Our team needs more advanced options for api integration.,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,14.68,0,neutral,0,0,api_client,MEA
TCKT_006093,2025-08-05T14:53:06,CUST_06203,education,chat,analytics_dashboard,performance,medium,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,Optimized queries and increased resource allocation.,30.98,0,positive,4,0,ios,EU
TCKT_006094,2025-03-29T13:48:21,CUST_06121,small_business,email,analytics_dashboard,how_to,high,on_hold,standard,Can you explain how to configure analytics dashboard properly?,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,negative,0,1,api_client,APAC
TCKT_006095,2022-11-05T13:38:33,CUST_06997,individual,web_form,api_integration,feature_request,medium,resolved,standard,Our team needs more advanced options for api integration.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,26.17,0,neutral,0,0,api_client,LATAM
TCKT_006096,2022-08-22T11:44:59,CUST_07580,small_business,in_app,analytics_dashboard,account_access,medium,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,37.08,0,very_positive,5,0,web,LATAM
TCKT_006097,2025-01-16T09:22:23,CUST_02977,education,chat,mobile_app,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",47.7,0,neutral,0,0,android,MEA
TCKT_006098,2022-08-16T15:10:56,CUST_07137,individual,chat,login_auth,how_to,low,on_hold,standard,I need help setting up login auth for my team.,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,1,android,NA
TCKT_006099,2022-09-08T02:19:47,CUST_01347,small_business,email,api_integration,billing_problem,medium,open,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,android,EU
